Number,Short description,Assignment group,Issue Tag,Codes,TICKET_PROBLEM_TKTNOTE_ORIG,traincolumn
INC0004038610,job bwp-c-cpsbiem046111 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIEM046111 FAILURE Code 1 , job bwp c cpsbiem046111 failure code nembor
INC0004037068,sap erp900 adjustment contracts,Analytics SAPBW Run (NTT Data),,2,SAP ERP900 adjustment contracts, sap erp 00 adjustment contracts
INC0004035233,job erp-c-hts-ps-inf131-zpsr_manager_timesheet failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-PS-INF131-ZPSR_MANAGER_TIMESHEET FAILURE Code 2 , job erp c hts ps inf131 zpsr manager timesheet failure code nembor
INC0004038882,job erp-c-cga-p2p-zmm_ival_appr_nwk alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-P2P-ZMM_IVAL_APPR_NWK ALARM  MAXRUNALARM Code  , job erp c cga p2p zmm ival appr nwk alarm maxrunalarm code
INC0004035294,"autosys jobs setup #nembor# - elster sas lognes, france",SAP App FICO Run (NTT Data),Batch Job Setup,21,"Autosys Jobs setup for 2526 - Elster SAS Lognes, France", autosys jobs setup nembor elster sas lognes france
INC0004037327,job erp-c-cga-zfi-ivalua-pts-invoice alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-ZFI-IVALUA-PTS-INVOICE ALARM  MAXRUNALARM Code  , job erp c cga zfi ivalua pts invoice alarm maxrunalarm code
INC0004039169,job erp-c-hts-hr #nembor#-enh003-hr-empnotify alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-HR-3310-ENH003-HR-EMPNOTIFY ALARM  MAXRUNALARM Code  , job erp c hts hr nembor enh003 hr empnotify alarm maxrunalarm code
INC0004037286,need role authorization on snowflake user prod,Database COE,Access Request,4,Need role authorization on a snowflake user in PROD, need role authorization on snowflake user prod
INC0004035588,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038684,"hr payroll , medium,aero,h221670",SAP App Time Labor Capture Run (NTT Data),,37,"HR PAYROLL , MEDIUM,AERO,H221670", hr payroll medium aero h2216 0
INC0004038606,"supply chain , low,aero,h128693",SAP App Logistics Run (NTT Data),,26,"SUPPLY CHAIN , LOW,AERO,H128693", supply chain low aero h1286 3
INC0004036661,sap:use above designate new hire sap,SAP App FICO Run (NTT Data),,21,SAP:Use above to designate this new hire in SAP, sap use above designate new hire sap
INC0004038183,sps : oracle application : intelligrated : application issue,IGS Oracle Support,Access Request,7,SPS : Oracle Application : INTELLIGRATED  : Application Issue, sps oracle application intelligrated application issue
INC0004038813,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037801,sap:h414560: vhp-brp: fiori time entry error,SAP App PS Project Systems Run (NTT Data),Timesheet Issue,29,SAP:H414560: VHP-BRP: FIORI Time Entry error, sap h414560 vhp brp fiori time entry error
INC0004038170,sap : intercompany vendor address change,SAP App FICO Run (NTT Data),,21,SAP : Intercompany vendor address change, sap intercompany vendor address change
INC0004039758,hana: system generating error error,Analytics SAPHANA Run (NTT Data),,3,HANA: system generating error Error, hana system generating error error
INC0004041269,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038607,sap : aero : application module issue : sourcing,SAP App Sourcing Run (NTT Data),Order/Doc Stuck Failure,34,SAP : AERO : Application or Module issue : Sourcing, sap aero application module issue sourcing
INC0004036735,sap : intercompany billing issue,SAP App Configuration (NTT Data),,19,SAP : Intercompany billing issue, sap intercompany billing issue
INC0004039760,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004041373,"supply chaina , medium , <<hbt>> , h185200",SAP App Logistics Run (NTT Data),,26,"SUPPLY CHAINA , MEDIUM , <<HBT>> , H185200", supply chaina medium hbt h185200
INC0004039051,job brp-c-cpsrpna09040ecc171 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSRPNA09040ECC171 FAILURE Code 1 , job brp c cpsrpna0 040ecc1 1 failure code nembor
INC0004038710,sps : oracle application : intelligrated : application issue,IGS Oracle Support,Access Request,7,SPS : Oracle Application : INTELLIGRATED  : Application Issue, sps oracle application intelligrated application issue
INC0004038142,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004036044,lsmw load request production,SAP App Time Labor Capture Run (NTT Data),Leaves Issue,37,LSMW Load request in Production  , lsmw load request production
INC0004039268,job erp-c-hcc-bas-sap-soap-runtime-management failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SOAP-RUNTIME-MANAGEMENT FAILURE Code 5 , job erp c hcc bas sap soap runtime management failure code nembor
INC0004035683,sap: dg materials_no un code.xlsx,SAP App Environmental Health & Safety Run  (NTT Data),,20,SAP: DG Materials_No UN code.xlsx, sap dg materials no un code xlsx
INC0004035079,"finance controllinga , medium , <<hbt>> , h354007",SAP App GTS Run (NTT Data),,23,"FINANCE AND CONTROLLINGA , MEDIUM , <<HBT>> , H354007", finance controllinga medium hbt h35400
INC0004038292,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037427,job brp-c-cpsrpna100052861 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSRPNA100052861 FAILURE Code 1 , job brp c cpsrpna100052861 failure code nembor
INC0004038675,sap : aero : application module issue : finance,SAP App FICO Run (NTT Data),,21,SAP : AERO : Application or Module issue : Finance, sap aero application module issue finance
INC0004037256,sap : aero : application module issue : activate storage location #nembor#a #nembor# wm warehouse #nembor# uv falcon project,SAP App Configuration (NTT Data),,19,SAP : AERO : Application or Module issue : activate storage location 319A for 1052 for WM for warehouse 230 for the UV Falcon project, sap aero application module issue activate storage location nembor a nembor wm warehouse nembor uv falcon project
INC0004038772,sap : aero : application module issue : aftermarket / customer service,SAP App CS Run (NTT Data),,18,SAP : AERO : Application or Module issue : Aftermarket / Customer Service, sap aero application module issue aftermarket customer service
INC0004038243,sps : oracle application : intelligrated : application issue,IGS Oracle Support,,7,SPS : Oracle Application : INTELLIGRATED  : Application Issue, sps oracle application intelligrated application issue
INC0004035329,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004040682,job bwp-c-cpsbina045001 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBINA045001 FAILURE Code 1 , job bwp c cpsbina045001 failure code nembor
INC0004036954,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039175,"market , medium,aero,e444613",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,E444613", market medium aero e444613
INC0004039335,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004041011,sap : twb joseph cruz shift,SAP App TLC Time Admin (US),,36,SAP : TWB Joseph Cruz Shift , sap twb joseph cruz shift
INC0004039297,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038652,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004041162,pmt batch failure,Analytics Batch Run (NTT Data),,0,PMT BATCH Failure, pmt batch failure
INC0004041372,sap : back-up approver - twb,SAP App Time Labor Capture Run (NTT Data),Access Request,37,SAP : Back-up approver - TWB , sap back up approver twb
INC0004038867,sap : aero : application module issue : sourcing,SAP App Sourcing Run (NTT Data),,34,SAP : AERO : Application or Module issue : Sourcing, sap aero application module issue sourcing
INC0004035253,sps : oracle application : intelligrated : application issue,IGS Oracle Support,,7,SPS : Oracle Application : INTELLIGRATED  : Application Issue, sps oracle application intelligrated application issue
INC0004036750,job erp-c-cga-zfi-ivalua-pts-invoice alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-ZFI-IVALUA-PTS-INVOICE ALARM  MAXRUNALARM Code  , job erp c cga zfi ivalua pts invoice alarm maxrunalarm code
INC0004041397,"manufacturing , medium,aero,e352724",SAP App Manufacturing Run (NTT Data),,27,"MANUFACTURING , MEDIUM,AERO,E352724", manufacturing medium aero e352 24
INC0004039955,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004038042,please forward issue igs oracle support person,IGS Custom Apps,,6,Please forward issue to IGS Oracle Support Person, please forward issue igs oracle support person
INC0004039566,job erp-c-hcc-bas-sap-soap-runtime-management failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SOAP-RUNTIME-MANAGEMENT FAILURE Code 5 , job erp c hcc bas sap soap runtime management failure code nembor
INC0004040684,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004037406,sap : pmt : elster p11 sap application : sales,SAP App Order Mgmt Run (NTT Data),,28,SAP : PMT : Elster P11 SAP Application : Sales, sap pmt elster p11 sap application sales
INC0004039023,job urp_c_fi_concur_projects_us2 alarm maxrunalarm code,SAP App Batch Support (NTT Data),Job Failure,16,JOB URP_C_FI_CONCUR_PROJECTS_US2 ALARM  MAXRUNALARM Code  , job urp c fi concur projects us2 alarm maxrunalarm code
INC0004036300,job bwp-c-cpsbiap010201 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIAP010201 FAILURE Code 1 , job bwp c cpsbiap010201 failure code nembor
INC0004035638,job erp-c-hcc-bas-sap-soap-runtime-management failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SOAP-RUNTIME-MANAGEMENT FAILURE Code 5 , job erp c hcc bas sap soap runtime management failure code nembor
INC0004041163,cost collector cost estimate creation need automated mdm workflow tool - sap *******urgent****,SAP App FICO Run (NTT Data),Missing Materials,21,Cost collector and cost estimate creation need to be automated in the MDM workflow tool - SAP *******Urgent****, cost collector cost estimate creation need automated mdm workflow tool sap urgent
INC0004036789,sap : sap erp account locked,SAP Password Reset (DXC),Account Locked/Password Reset,40,SAP : SAP ERP Account locked, sap sap erp account locked
INC0004041187,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004038928,"failed po/for storage location #nembor# , honeywell dc #nembor# added twice need remove name second line avoid error .",SAP App Configuration (NTT Data),,19,"failed PO/for storage location 3001 , Honeywell DC 4850 has been added twice and need to remove name in second line to avoid error .", failed po for storage location nembor honeywell dc nembor added twice need remove name second line avoid error
INC0004038373,"web channela , medium , <<pmt>> , e491092",SAP Web Channel Support (NTT Data),Order/Doc Stuck Failure,43,"WEB CHANNELA , MEDIUM , <<PMT>> , E491092", web channela medium pmt e4 10 2
INC0004035835,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004038780,timesheet unlock,SAP App HR Run (NTT Data),Account Locked/Password Reset,25,timesheet unlock, timesheet unlock
INC0004036002,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004040983,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038406,sap brp #nembor# - password reset required,Service Desk (EMEA:GBL),Account Locked/Password Reset,46,SAP BRP 900 - Password reset required, sap brp nembor password reset required
INC0004040974,sap-cat2 reminders-a gentle reminder filling timesheet,SAP App HR Run (NTT Data),,25,SAP-CAT2 reminders-A gentle reminder for filling timesheet, sap cat2 reminders a gentle reminder filling timesheet
INC0004039021,job erp-c-hcc-bas-code-inspector-deletion failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-CODE-INSPECTOR-DELETION FAILURE Code 5 , job erp c hcc bas code inspector deletion failure code nembor
INC0004037024,"market , medium,aero,e558028",SAP App Order Mgmt Run (NTT Data),Price Discrepancy,28,"AFTER MARKET , MEDIUM,AERO,E558028", market medium aero e558028
INC0004041323,"market , medium,aero,e557967",SAP App CS Run (NTT Data),Unable To Induct Part,18,"AFTER MARKET , MEDIUM,AERO,E557967", market medium aero e55 6
INC0004035620,job aup-ci-c-ps-d-ecosys1-poli-post failure code #nembor#,SAP App Batch Run - PMT (NTT Data),Job Failure,15,JOB AUP-CI-C-PS-D-ECOSYS1-POLI-POST FAILURE Code 2 , job aup ci c ps d ecosys1 poli post failure code nembor
INC0004040551,"technicalc , medium,corp,e547070",SAP Security (TCS),,42,"TECHNICALC , MEDIUM,CORP,E547070", technicalc medium corp e54 0 0
INC0004038544,"project systemsa , medium , <<pmt>> , e570751",SAP App PS Project Systems Run (NTT Data),,29,"PROJECT SYSTEMSA , MEDIUM , <<PMT>> , E570751", project systemsa medium pmt e5 0 51
INC0004037370,"supply chain , medium,aero,e086851",SAP App Manufacturing Run (NTT Data),Missing Materials,27,"SUPPLY CHAIN , MEDIUM,AERO,E086851", supply chain medium aero e086851
INC0004035858,sap : hbt : application module issue : finance,SAP App FICO Run (NTT Data),,21,SAP : HBT : Application or Module issue : Finance, sap hbt application module issue finance
INC0004036212,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039807,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004036172,analytics: staffing requisition file,Analytics OBIEE Run (NTT Data),,1,analytics: Staffing Requisition File , analytics staffing requisition file
INC0004040833,yfitimeprc1 : create master record error (stop sign),SAP App Time Labor Capture Run (NTT Data),,37,YFITIMEPRC1 : Create a master record error (stop sign), yfitimeprc1 create master record error stop sign
INC0004039823,job erp-c-hcc-bas-sap-soap-runtime-management failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SOAP-RUNTIME-MANAGEMENT FAILURE Code 5 , job erp c hcc bas sap soap runtime management failure code nembor
INC0004038790,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004040854,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038664,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004037108,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039939,"market , medium,aero,e275413",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,E275413", market medium aero e2 5413
INC0004037451,"market , medium,aero,e558028",SAP App CS Run (NTT Data),,18,"AFTER MARKET , MEDIUM,AERO,E558028", market medium aero e558028
INC0004041026,"sap: siebel's activity: #nembor#-d9qom8k, demand invoice so: #nembor# error",SAP App FICO Run (NTT Data),,21,"SAP: Siebel's activity: 1-D9QOM8K, Demand Invoice for SO: 26265469 error ", sap siebels activity nembor d qom8k demand invoice so nembor error
INC0004037489,job bwp-c-cpsbiem013601 failure code #nembor#,Analytics Batch Run (NTT Data),Long Running Job,0,JOB BWP-C-CPSBIEM013601 FAILURE Code 1 , job bwp c cpsbiem013601 failure code nembor
INC0004038818,sps : oracle application : intelligrated : application issue,IGS Oracle Support,,7,SPS : Oracle Application : INTELLIGRATED  : Application Issue, sps oracle application intelligrated application issue
INC0004039127,"customer servicea , medium , <<pmt>> , h278033",SAP App CS Run (NTT Data),,18,"CUSTOMER SERVICEA , MEDIUM , <<PMT>> , H278033", customer servicea medium pmt h2 8033
INC0004040918,sap : sps : sap brp application : finance,SAP App FICO Run (NTT Data),,21,SAP : SPS : SAP BRP Application : Finance, sap sps sap brp application finance
INC0004037042,analytics: pmt batch failure,Analytics Batch Run (NTT Data),,0,Analytics: PMT BATCH Failure , analytics pmt batch failure
INC0004036161,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004040704,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004035331,sap : issue msp avionics invoice,Service Desk (APAC:GBL),,44,SAP : Issue with MSP Avionics invoice, sap issue msp avionics invoice
INC0004036113,delay user- information required:elster/p11/prod: access--sap : pmt : access security issue : elster emea p11,SAP Security (TCS),Access Request,42,Delay from user- More information required:Elster/P11/PROD: Access--SAP : PMT : Access or Security Issue : Elster EMEA P11, delay user information required elster p11 prod access sap pmt access security issue elster emea p11
INC0004040549,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038414,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038560,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004038380,sap: optional holidays,SAP App HR Run (NTT Data),Leaves Issue,25,SAP: optional holidays, sap optional holidays
INC0004036645,sap : sps : sps emea legacy sap application (sperian) : sap finance,SAP App FICO Run (NTT Data),,21,SAP : SPS : SPS EMEA Legacy SAP Application (SPERIAN) : SAP FINANCE, sap sps sps emea legacy sap application sperian sap finance
INC0004039858,"order managementa , medium , <<pmt>> , e539711",SAP App Order Mgmt Run (NTT Data),,28,"ORDER MANAGEMENTA , MEDIUM , <<PMT>> , E539711", order managementa medium pmt e53 11
INC0004035013,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038218,job bwp-c-cpsbiem041821 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIEM041821 FAILURE Code 1 , job bwp c cpsbiem041821 failure code nembor
INC0004039276,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037442,"request switch buyer code ya6, ya5, ya8 #nembor#b1, new approval hierarchy validate access new approver phil potter",SAP App Configuration (NTT Data),Access Request,19,"Request to switch buyer code YA6, YA5, YA8 and 7B1, New approval hierarchy and Validate the access for new approver Phil Potter", request switch buyer code ya6 ya5 ya8 nembor b1 new approval hierarchy validate access new approver phil potter
INC0004036045,job bwp-c-cpsbiap031101 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIAP031101 FAILURE Code 1 , job bwp c cpsbiap031101 failure code nembor
INC0004036041,"customer servicea , medium , <<hbt>> , h185029",SAP App HR Run (NTT Data),,25,"CUSTOMER SERVICEA , MEDIUM , <<HBT>> , H185029", customer servicea medium hbt h18502
INC0004038189,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039715,sap : hbt : application module issue : charm,SAP App Solution Manager Run (NTT Data),,33,SAP : HBT : Application or Module issue : CHARM, sap hbt application module issue charm
INC0004037016,"manufacturing , medium,aero,e004338",SAP App Manufacturing Run (NTT Data),,27,"MANUFACTURING , MEDIUM,AERO,E004338", manufacturing medium aero e004338
INC0004037296,job bwp-c-cpsbiap034444 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIAP034444 FAILURE Code 1 , job bwp c cpsbiap034444 failure code nembor
INC0004036914,analytics: bhq,Analytics SAPHANA Run (NTT Data),,3,analytics: BHQ, analytics bhq
INC0004040689,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004037307,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004038744,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004036232,job erp-c-hcc-bas-sap-ccms-moni-batch-dp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-CCMS-MONI-BATCH-DP FAILURE Code 5 , job erp c hcc bas sap ccms moni batch dp failure code nembor
INC0004035254,sap: delivery date,SAP App Logistics Run (NTT Data),,26,SAP: delivery date, sap delivery date
INC0004036177,sap : aero : application module issue : order management,SAP App FICO Run (NTT Data),,21,SAP : AERO : Application or Module issue : Order Management, sap aero application module issue order management
INC0004035659,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037385,sap : hbt : application module issue : sourcing,SAP Security (TCS),,42,SAP : HBT : Application or Module issue : Sourcing, sap hbt application module issue sourcing
INC0004041042,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004038667,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039399,job erp-c-hcc-bas-sap-collector-for-none-r3-stat failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-COLLECTOR-FOR-NONE-R3-STAT FAILURE Code 5 , job erp c hcc bas sap collector for none r3 stat failure code nembor
